frame.number,frame.time_relative,eth.src,eth.dst,eth.type,ip.src,ip.dst,arp.src.hw_mac,arp.dst.hw_mac,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,frame.len,icmp.type,icmp.code,data,Label
"172","280.483787916",,,,,,"08:00:27:c5:8a:4d","00:00:00:00:00:00",,,,,"44",,,,0
"173","280.485013261",,,,,,"08:00:27:e3:b4:61","08:00:27:c5:8a:4d",,,,,"62",,,,0
"174","280.509906675",,,,,,"08:00:27:e3:b4:61","00:00:00:00:00:00",,,,,"62",,,,0
"175","280.509931790",,,,,,"08:00:27:c5:8a:4d","08:00:27:e3:b4:61",,,,,"44",,,,0
"176","283.605875738",,,,,,,,,,,,"64",,,,0
"177","286.613181716",,,,"10.10.10.5","239.255.255.250",,,,,"43050","3702","651",,,"3c3f786d6c2076657273696f6e3d22312e30223f3e3c736f61703a456e76656c6f706520786d6c6e733a7773613d22687474703a2f2f736368656d61732e786d6c736f61702e6f72672f77732f323030342f30382f61646472657373696e672220786d6c6e733a7773643d22687474703a2f2f736368656d61732e786d6c736f61702e6f72672f77732f323030352f30342f646973636f766572792220786d6c6e733a736f61703d22687474703a2f2f7777772e77332e6f72672f323030332f30352f736f61702d656e76656c6f70652220786d6c6e733a777364703d22687474703a2f2f736368656d61732e786d6c736f61702e6f72672f77732f323030362f30322f64657670726f66223e3c736f61703a4865616465723e3c7773613a416374696f6e3e687474703a2f2f736368656d61732e786d6c736f61702e6f72672f77732f323030352f30342f646973636f766572792f50726f62653c2f7773613a416374696f6e3e3c7773613a4d65737361676549443e75726e3a757569643a38363132376235392d346139652d333262352d626438642d3439653231326162656561313c2f7773613a4d65737361676549443e3c7773613a546f3e75726e3a736368656d61732d786d6c736f61702d6f72673a77733a323030353a30343a646973636f766572793c2f7773613a546f3e3c2f736f61703a4865616465723e3c736f61703a426f64793e3c7773643a50726f62653e3c7773643a54797065733e777364703a4465766963653c2f7773643a54797065733e3c2f7773643a50726f62653e3c2f736f61703a426f64793e3c2f736f61703a456e76656c6f70653e",0
"178","286.613596837",,,,,,,,,,"42211","3702","671",,,"3c3f786d6c2076657273696f6e3d22312e30223f3e3c736f61703a456e76656c6f706520786d6c6e733a7773613d22687474703a2f2f736368656d61732e786d6c736f61702e6f72672f77732f323030342f30382f61646472657373696e672220786d6c6e733a7773643d22687474703a2f2f736368656d61732e786d6c736f61702e6f72672f77732f323030352f30342f646973636f766572792220786d6c6e733a736f61703d22687474703a2f2f7777772e77332e6f72672f323030332f30352f736f61702d656e76656c6f70652220786d6c6e733a777364703d22687474703a2f2f736368656d61732e786d6c736f61702e6f72672f77732f323030362f30322f64657670726f66223e3c736f61703a4865616465723e3c7773613a416374696f6e3e687474703a2f2f736368656d61732e786d6c736f61702e6f72672f77732f323030352f30342f646973636f766572792f50726f62653c2f7773613a416374696f6e3e3c7773613a4d65737361676549443e75726e3a757569643a36633536343131382d653930362d393766312d633738652d3834323266623935373337313c2f7773613a4d65737361676549443e3c7773613a546f3e75726e3a736368656d61732d786d6c736f61702d6f72673a77733a323030353a30343a646973636f766572793c2f7773613a546f3e3c2f736f61703a4865616465723e3c736f61703a426f64793e3c7773643a50726f62653e3c7773643a54797065733e777364703a4465766963653c2f7773643a54797065733e3c2f7773643a50726f62653e3c2f736f61703a426f64793e3c2f736f61703a456e76656c6f70653e",0
"179","286.623132291",,,,"10.10.10.5","224.0.0.22",,,,,,,"62",,,,0
"180","286.623132651",,,,,,,,,,,,"92",,,,0
"181","286.639885561",,,,"10.10.10.5","224.0.0.22",,,,,,,"62",,,,0
"182","286.640127073",,,,,,,,,,,,"92",,,,0
"183","286.739493987",,,,,,,,,,,,"92",,,,0
"184","287.039243657",,,,"10.10.10.5","224.0.0.22",,,,,,,"62",,,,0
"185","296.558761385",,,,"10.0.3.15","208.67.220.220",,,,,"45295","53","90",,,,0
"186","296.558793048",,,,"10.0.3.15","208.67.220.220",,,,,"45295","53","90",,,,0
"187","296.590344639",,,,"208.67.220.220","10.0.3.15",,,,,"53","45295","106",,,,0
"188","296.593783828",,,,"208.67.220.220","10.0.3.15",,,,,"53","45295","171",,,,0
"189","296.594204657",,,,"10.0.3.15","34.117.237.239",,,"50698","443",,,"76",,,,0
"190","296.623629784",,,,"34.117.237.239","10.0.3.15",,,"443","50698",,,"62",,,,0
"191","296.623733567",,,,"10.0.3.15","34.117.237.239",,,"50698","443",,,"56",,,,0
"192","296.625459260",,,,"10.0.3.15","34.117.237.239",,,"50698","443",,,"573",,,,0
"193","296.625647699",,,,"34.117.237.239","10.0.3.15",,,"443","50698",,,"62",,,,0
"194","296.654921107",,,,"34.117.237.239","10.0.3.15",,,"443","50698",,,"2976",,,,0
"195","296.654968983",,,,"10.0.3.15","34.117.237.239",,,"50698","443",,,"56",,,,0
"196","296.655053519",,,,"34.117.237.239","10.0.3.15",,,"443","50698",,,"1653",,,,0
"197","296.655063163",,,,"10.0.3.15","34.117.237.239",,,"50698","443",,,"56",,,,0
"198","297.029910496",,,,"10.0.3.15","208.67.220.220",,,,,"48217","53","76",,,,0
"199","297.029976336",,,,"10.0.3.15","208.67.220.220",,,,,"48217","53","76",,,,0
"200","297.062622473",,,,"208.67.220.220","10.0.3.15",,,,,"53","48217","175",,,,0
"201","297.138575096",,,,"208.67.220.220","10.0.3.15",,,,,"53","48217","199",,,,0
"202","297.139853193",,,,"10.0.3.15","23.200.147.11",,,"40396","80",,,"76",,,,0
"203","297.164747458",,,,"23.200.147.11","10.0.3.15",,,"80","40396",,,"62",,,,0
"204","297.164784429",,,,"10.0.3.15","23.200.147.11",,,"40396","80",,,"56",,,,0
"205","297.165502316",,,,"10.0.3.15","23.200.147.11",,,"40396","80",,,"471",,,,0
"206","297.165674153",,,,"23.200.147.11","10.0.3.15",,,"80","40396",,,"62",,,,0
"207","297.192073238",,,,"23.200.147.11","10.0.3.15",,,"80","40396",,,"944",,,,0
"208","297.192105582",,,,"10.0.3.15","23.200.147.11",,,"40396","80",,,"56",,,,0
"209","297.237582342",,,,"10.0.3.15","208.67.220.220",,,,,"37648","53","97",,,,0
"210","297.237607978",,,,"10.0.3.15","208.67.220.220",,,,,"37648","53","97",,,,0
"211","297.261073569",,,,"10.0.3.15","34.117.237.239",,,"50698","443",,,"120",,,,0
"212","297.261300180",,,,"34.117.237.239","10.0.3.15",,,"443","50698",,,"62",,,,0
"213","297.261591251",,,,"10.0.3.15","34.117.237.239",,,"50698","443",,,"226",,,,0
"214","297.261630755",,,,"10.0.3.15","34.117.237.239",,,"50698","443",,,"237",,,,0
"215","297.261750960",,,,"34.117.237.239","10.0.3.15",,,"443","50698",,,"62",,,,0
"216","297.261751140",,,,"34.117.237.239","10.0.3.15",,,"443","50698",,,"62",,,,0
"217","297.271659457",,,,"208.67.220.220","10.0.3.15",,,,,"53","37648","251",,,,0
"218","297.273315895",,,,"208.67.220.220","10.0.3.15",,,,,"53","37648","263",,,,0
"219","297.273634343",,,,"10.0.3.15","34.160.144.191",,,"52850","443",,,"76",,,,0
"220","297.286036949",,,,"34.117.237.239","10.0.3.15",,,"443","50698",,,"642",,,,0
"221","297.286078577",,,,"10.0.3.15","34.117.237.239",,,"50698","443",,,"56",,,,0
"222","297.287300597",,,,"10.0.3.15","34.117.237.239",,,"50698","443",,,"87",,,,0
"223","297.288386000",,,,"34.117.237.239","10.0.3.15",,,"443","50698",,,"62",,,,0
"224","297.290424834",,,,"34.117.237.239","10.0.3.15",,,"443","50698",,,"87",,,,0
"225","297.296767186",,,,"34.160.144.191","10.0.3.15",,,"443","52850",,,"62",,,,0
"226","297.296796867",,,,"10.0.3.15","34.160.144.191",,,"52850","443",,,"56",,,,0
"227","297.331897890",,,,"10.0.3.15","34.117.237.239",,,"50698","443",,,"56",,,,0
"228","297.418477878",,,,"34.117.237.239","10.0.3.15",,,"443","50698",,,"343",,,,0
"229","297.418512095",,,,"10.0.3.15","34.117.237.239",,,"50698","443",,,"56",,,,0
"230","297.420406490",,,,"34.117.237.239","10.0.3.15",,,"443","50698",,,"1407",,,,0
"231","297.420460294",,,,"10.0.3.15","34.117.237.239",,,"50698","443",,,"56",,,,0
"232","297.422970136",,,,"34.117.237.239","10.0.3.15",,,"443","50698",,,"95",,,,0
"233","297.423019794",,,,"10.0.3.15","34.117.237.239",,,"50698","443",,,"56",,,,0
"234","297.423137566",,,,"10.0.3.15","34.117.237.239",,,"50698","443",,,"95",,,,0
"235","297.423247667",,,,"34.117.237.239","10.0.3.15",,,"443","50698",,,"62",,,,0
"236","298.153928257",,,,"10.0.3.15","208.67.220.220",,,,,"35415","53","87",,,,0
"237","298.153959309",,,,"10.0.3.15","208.67.220.220",,,,,"35415","53","87",,,,0
"238","298.186474005",,,,"208.67.220.220","10.0.3.15",,,,,"53","35415","141",,,,0
"239","298.190393415",,,,"208.67.220.220","10.0.3.15",,,,,"53","35415","207",,,,0
"240","298.192460127",,,,"10.0.3.15","208.67.220.220",,,,,"52682","53","87",,,,0
"241","298.192491500",,,,"10.0.3.15","208.67.220.220",,,,,"52682","53","87",,,,0
"242","298.225410702",,,,"208.67.220.220","10.0.3.15",,,,,"53","52682","141",,,,0
"243","298.226729916",,,,"208.67.220.220","10.0.3.15",,,,,"53","52682","207",,,,0
"244","298.226999757",,,,"10.0.3.15","34.107.243.93",,,"57450","443",,,"76",,,,0
"245","298.252898134",,,,"34.107.243.93","10.0.3.15",,,"443","57450",,,"62",,,,0
"246","298.252941093",,,,"10.0.3.15","34.107.243.93",,,"57450","443",,,"56",,,,0
"247","298.253935871",,,,"10.0.3.15","34.107.243.93",,,"57450","443",,,"573",,,,0
"248","298.254102971",,,,"34.107.243.93","10.0.3.15",,,"443","57450",,,"62",,,,0
"249","298.265122055",,,,"10.0.3.15","208.67.220.220",,,,,"42584","53","76",,,,0
"250","298.265212439",,,,"10.0.3.15","208.67.220.220",,,,,"42584","53","76",,,,0
"251","298.287738858",,,,"34.107.243.93","10.0.3.15",,,"443","57450",,,"2880",,,,0
"252","298.287829152",,,,"10.0.3.15","34.107.243.93",,,"57450","443",,,"56",,,,0
"253","298.289368640",,,,"34.107.243.93","10.0.3.15",,,"443","57450",,,"1694",,,,0
"254","298.289408915",,,,"10.0.3.15","34.107.243.93",,,"57450","443",,,"56",,,,0
"255","298.304295286",,,,"208.67.220.220","10.0.3.15",,,,,"53","42584","104",,,,0
"256","298.306505656",,,,"10.0.3.15","23.200.147.11",,,"40396","80",,,"471",,,,0
"257","298.306854035",,,,"23.200.147.11","10.0.3.15",,,"80","40396",,,"62",,,,0
"258","298.312682441",,,,"208.67.220.220","10.0.3.15",,,,,"53","42584","92",,,,0
"259","298.313023700",,,,"10.0.3.15","216.58.201.100",,,"41574","443",,,"76",,,,0
"260","298.326055803",,,,"23.200.147.11","10.0.3.15",,,"80","40396",,,"944",,,,0
"261","298.326096539",,,,"10.0.3.15","23.200.147.11",,,"40396","80",,,"56",,,,0
"262","298.340784839",,,,"216.58.201.100","10.0.3.15",,,"443","41574",,,"62",,,,0
"263","298.340829801",,,,"10.0.3.15","216.58.201.100",,,"41574","443",,,"56",,,,0
"264","298.341877832",,,,"10.0.3.15","216.58.201.100",,,"41574","443",,,"573",,,,0
"265","298.342032895",,,,"216.58.201.100","10.0.3.15",,,"443","41574",,,"62",,,,0
"266","298.353411323",,,,"10.0.3.15","34.107.243.93",,,"57450","443",,,"120",,,,0
"267","298.353629574",,,,"34.107.243.93","10.0.3.15",,,"443","57450",,,"62",,,,0
"268","298.353748257",,,,"10.0.3.15","34.107.243.93",,,"57450","443",,,"226",,,,0
"269","298.353940031",,,,"34.107.243.93","10.0.3.15",,,"443","57450",,,"62",,,,0
"270","298.376941483",,,,"216.58.201.100","10.0.3.15",,,"443","41574",,,"2880",,,,0
"271","298.376970532",,,,"10.0.3.15","216.58.201.100",,,"41574","443",,,"56",,,,0
"272","298.377044905",,,,"10.0.3.15","216.58.201.100",,,"41578","443",,,"76",,,,0
"273","298.379337738",,,,"216.58.201.100","10.0.3.15",,,"443","41574",,,"1516",,,,0
"274","298.379338078",,,,"216.58.201.100","10.0.3.15",,,"443","41574",,,"62",,,,0
"275","298.379338139",,,,"34.107.243.93","10.0.3.15",,,"443","57450",,,"642",,,,0
"276","298.379373447",,,,"10.0.3.15","216.58.201.100",,,"41574","443",,,"56",,,,0
"277","298.379388968",,,,"10.0.3.15","216.58.201.100",,,"41574","443",,,"56",,,,0
"278","298.379397320",,,,"10.0.3.15","34.107.243.93",,,"57450","443",,,"56",,,,0
"279","298.379903336",,,,"10.0.3.15","34.107.243.93",,,"57450","443",,,"87",,,,0
"280","298.379993580",,,,"34.107.243.93","10.0.3.15",,,"443","57450",,,"62",,,,0
"281","298.381565321",,,,"10.0.3.15","208.67.220.220",,,,,"38495","53","87",,,,0
"282","298.381592719",,,,"10.0.3.15","208.67.220.220",,,,,"38495","53","87",,,,0
"283","298.383156710",,,,"34.107.243.93","10.0.3.15",,,"443","57450",,,"87",,,,0
"284","298.392537731",,,,"10.0.3.15","208.67.220.220",,,,,"51813","53","75",,,,0
"285","298.392567332",,,,"10.0.3.15","208.67.220.220",,,,,"51813","53","75",,,,0
"286","298.408805754",,,,"10.0.3.15","208.67.220.220",,,,,"53644","53","99",,,,0
"287","298.408844617",,,,"10.0.3.15","208.67.220.220",,,,,"53644","53","99",,,,0
"288","298.411140655",,,,"216.58.201.100","10.0.3.15",,,"443","41578",,,"62",,,,0
"289","298.411179058",,,,"10.0.3.15","216.58.201.100",,,"41578","443",,,"56",,,,0
"290","298.412341867",,,,"10.0.3.15","216.58.201.100",,,"41578","443",,,"573",,,,0
"291","298.412516237",,,,"216.58.201.100","10.0.3.15",,,"443","41578",,,"62",,,,0
"292","298.419068528",,,,"208.67.220.220","10.0.3.15",,,,,"53","38495","141",,,,0
"293","298.420449988",,,,"208.67.220.220","10.0.3.15",,,,,"53","38495","207",,,,0
"294","298.420957075",,,,"10.0.3.15","34.107.243.93",,,"57464","443",,,"76",,,,0
"295","298.423704053",,,,"10.0.3.15","34.107.243.93",,,"57450","443",,,"56",,,,0
"296","298.434294788",,,,"208.67.220.220","10.0.3.15",,,,,"53","51813","126",,,,0
"297","298.436585328",,,,"208.67.220.220","10.0.3.15",,,,,"53","51813","138",,,,0
"298","298.437194405",,,,"10.0.3.15","142.250.187.227",,,"55854","80",,,"76",,,,0
"299","298.439392068",,,,"208.67.220.220","10.0.3.15",,,,,"53","53644","177",,,,0
"300","298.445177233",,,,"216.58.201.100","10.0.3.15",,,"443","41578",,,"2880",,,,0
"301","298.445226310",,,,"10.0.3.15","216.58.201.100",,,"41578","443",,,"56",,,,0
"302","298.445325176",,,,"208.67.220.220","10.0.3.15",,,,,"53","53644","251",,,,0
"303","298.447079489",,,,"216.58.201.100","10.0.3.15",,,"443","41578",,,"1516",,,,0
"304","298.447079849",,,,"216.58.201.100","10.0.3.15",,,"443","41578",,,"62",,,,0
"305","298.447132542",,,,"10.0.3.15","216.58.201.100",,,"41578","443",,,"56",,,,0
"306","298.447151278",,,,"10.0.3.15","216.58.201.100",,,"41578","443",,,"56",,,,0
"307","298.454026743",,,,"34.107.243.93","10.0.3.15",,,"443","57464",,,"62",,,,0
"308","298.454099743",,,,"10.0.3.15","34.107.243.93",,,"57464","443",,,"56",,,,0
"309","298.455483967",,,,"10.0.3.15","34.107.243.93",,,"57464","443",,,"713",,,,0
"310","298.455642695",,,,"34.107.243.93","10.0.3.15",,,"443","57464",,,"62",,,,0
"311","298.459996603",,,,"10.0.3.15","216.58.201.100",,,"41586","443",,,"76",,,,0
"312","298.460524689",,,,"142.250.187.227","10.0.3.15",,,"80","55854",,,"62",,,,0
"313","298.460555942",,,,"10.0.3.15","142.250.187.227",,,"55854","80",,,"56",,,,0
"314","298.460877825",,,,"10.0.3.15","142.250.187.227",,,"55854","80",,,"474",,,,0
"315","298.460981187",,,,"142.250.187.227","10.0.3.15",,,"80","55854",,,"62",,,,0
"316","298.476668141",,,,"10.0.3.15","208.67.220.220",,,,,"51960","53","75",,,,0
"317","298.494122785",,,,"34.107.243.93","10.0.3.15",,,"443","57464",,,"274",,,,0
"318","298.494196346",,,,"10.0.3.15","34.107.243.93",,,"57464","443",,,"56",,,,0
"319","298.495255152",,,,"10.0.3.15","34.107.243.93",,,"57464","443",,,"120",,,,0
"320","298.495477278",,,,"34.107.243.93","10.0.3.15",,,"443","57464",,,"62",,,,0
"321","298.496103599",,,,"10.0.3.15","34.107.243.93",,,"57464","443",,,"676",,,,0
"322","298.497995251",,,,"216.58.201.100","10.0.3.15",,,"443","41586",,,"62",,,,0
"323","298.497995721",,,,"34.107.243.93","10.0.3.15",,,"443","57464",,,"62",,,,0
"324","298.498059199",,,,"10.0.3.15","216.58.201.100",,,"41586","443",,,"56",,,,0
"325","298.500331063",,,,"10.0.3.15","216.58.201.100",,,"41586","443",,,"573",,,,0
"326","298.500593684",,,,"216.58.201.100","10.0.3.15",,,"443","41586",,,"62",,,,0
"327","298.521895449",,,,"208.67.220.220","10.0.3.15",,,,,"53","51960","126",,,,0
"328","298.522171689",,,,"10.0.3.15","142.250.187.227",,,"55868","80",,,"76",,,,0
"329","298.531047405",,,,"10.0.3.15","216.58.201.100",,,"41596","443",,,"76",,,,0
"330","298.535984044",,,,"216.58.201.100","10.0.3.15",,,"443","41586",,,"2976",,,,0
"331","298.536052518",,,,"10.0.3.15","216.58.201.100",,,"41586","443",,,"56",,,,0
"332","298.536177330",,,,"216.58.201.100","10.0.3.15",,,"443","41586",,,"1421",,,,0
"333","298.536188766",,,,"10.0.3.15","216.58.201.100",,,"41586","443",,,"56",,,,0
"334","298.545528931",,,,"142.250.187.227","10.0.3.15",,,"80","55868",,,"62",,,,0
"335","298.545571229",,,,"10.0.3.15","142.250.187.227",,,"55868","80",,,"56",,,,0
"336","298.545792473",,,,"10.0.3.15","142.250.187.227",,,"55868","80",,,"474",,,,0
"337","298.546022389",,,,"142.250.187.227","10.0.3.15",,,"80","55868",,,"62",,,,0
"338","298.563011533",,,,"10.0.3.15","208.67.220.220",,,,,"34116","53","75",,,,0
"339","298.567579476",,,,"216.58.201.100","10.0.3.15",,,"443","41596",,,"62",,,,0
"340","298.567653898",,,,"10.0.3.15","216.58.201.100",,,"41596","443",,,"56",,,,0
"341","298.576905281",,,,"10.0.3.15","216.58.201.100",,,"41596","443",,,"573",,,,0
"342","298.577119105",,,,"216.58.201.100","10.0.3.15",,,"443","41596",,,"62",,,,0
"343","298.585608699",,,,"142.250.187.227","10.0.3.15",,,"80","55854",,,"757",,,,0
"344","298.585640844",,,,"10.0.3.15","142.250.187.227",,,"55854","80",,,"56",,,,0
"345","298.594814289",,,,"10.0.3.15","142.250.187.227",,,"55854","80",,,"474",,,,0
"346","298.595078513",,,,"142.250.187.227","10.0.3.15",,,"80","55854",,,"62",,,,0
"347","298.601482570",,,,"208.67.220.220","10.0.3.15",,,,,"53","34116","126",,,,0
"348","298.601788741",,,,"10.0.3.15","142.250.187.227",,,"55880","80",,,"76",,,,0
"349","298.610516754",,,,"216.58.201.100","10.0.3.15",,,"443","41596",,,"2976",,,,0
"350","298.610556389",,,,"10.0.3.15","216.58.201.100",,,"41596","443",,,"56",,,,0
"351","298.610737948",,,,"216.58.201.100","10.0.3.15",,,"443","41596",,,"1421",,,,0
"352","298.610748142",,,,"10.0.3.15","216.58.201.100",,,"41596","443",,,"56",,,,0
"353","298.619494381",,,,"10.0.3.15","216.58.201.100",,,"41574","443",,,"120",,,,0
"354","298.619738496",,,,"216.58.201.100","10.0.3.15",,,"443","41574",,,"62",,,,0
"355","298.620429567",,,,"10.0.3.15","216.58.201.100",,,"41574","443",,,"226",,,,0
"356","298.620532038",,,,"216.58.201.100","10.0.3.15",,,"443","41574",,,"62",,,,0
"357","298.623229057",,,,"10.0.3.15","216.58.201.100",,,"41596","443",,,"120",,,,0
"358","298.623363992",,,,"216.58.201.100","10.0.3.15",,,"443","41596",,,"62",,,,0
"359","298.623743154",,,,"10.0.3.15","216.58.201.100",,,"41596","443",,,"243",,,,0
"360","298.623894522",,,,"216.58.201.100","10.0.3.15",,,"443","41596",,,"62",,,,0
"361","298.627673779",,,,"142.250.187.227","10.0.3.15",,,"80","55880",,,"62",,,,0
"362","298.627723107",,,,"10.0.3.15","142.250.187.227",,,"55880","80",,,"56",,,,0
"363","298.646058813",,,,"216.58.201.100","10.0.3.15",,,"443","41574",,,"701",,,,0
"364","298.646101001",,,,"10.0.3.15","216.58.201.100",,,"41574","443",,,"56",,,,0
"365","298.646696190",,,,"10.0.3.15","216.58.201.100",,,"41574","443",,,"87",,,,0
"366","298.646839797",,,,"216.58.201.100","10.0.3.15",,,"443","41574",,,"62",,,,0
"367","298.654369242",,,,"216.58.201.100","10.0.3.15",,,"443","41596",,,"701",,,,0
"368","298.654369652",,,,"34.107.243.93","10.0.3.15",,,"443","57464",,,"854",,,,0
"369","298.655457038",,,,"10.0.3.15","216.58.201.100",,,"41596","443",,,"80",,,,0
"370","298.655516730",,,,"10.0.3.15","216.58.201.100",,,"41596","443",,,"56",,,,0
"371","298.655692571",,,,"216.58.201.100","10.0.3.15",,,"443","41596",,,"62",,,,0
"372","298.655692842",,,,"216.58.201.100","10.0.3.15",,,"443","41596",,,"62",,,,0
"373","298.665305291",,,,"142.250.187.227","10.0.3.15",,,"80","55868",,,"757",,,,0
"374","298.665336604",,,,"10.0.3.15","142.250.187.227",,,"55868","80",,,"56",,,,0
"375","298.686326330",,,,"216.58.201.100","10.0.3.15",,,"443","41596",,,"62",,,,0
"376","298.686373005",,,,"10.0.3.15","216.58.201.100",,,"41596","443",,,"56",,,,0
"377","298.695874181",,,,"10.0.3.15","34.107.243.93",,,"57464","443",,,"56",,,,0
"378","298.720636726",,,,"142.250.187.227","10.0.3.15",,,"80","55854",,,"757",,,,0
"379","298.742442253",,,,"10.0.3.15","216.58.201.100",,,"41578","443",,,"120",,,,0
"380","298.742708209",,,,"216.58.201.100","10.0.3.15",,,"443","41578",,,"62",,,,0
"381","298.742977369",,,,"10.0.3.15","216.58.201.100",,,"41578","443",,,"243",,,,0
"382","298.743194217",,,,"216.58.201.100","10.0.3.15",,,"443","41578",,,"62",,,,0
"383","298.746843746",,,,"10.0.3.15","216.58.201.100",,,"41586","443",,,"120",,,,0
"384","298.747060334",,,,"216.58.201.100","10.0.3.15",,,"443","41586",,,"62",,,,0
"385","298.747276551",,,,"10.0.3.15","216.58.201.100",,,"41586","443",,,"243",,,,0
"386","298.747392451",,,,"216.58.201.100","10.0.3.15",,,"443","41586",,,"62",,,,0
"387","298.763710322",,,,"10.0.3.15","142.250.187.227",,,"55854","80",,,"56",,,,0
"388","298.765179502",,,,"216.58.201.100","10.0.3.15",,,"443","41578",,,"701",,,,0
"389","298.765218606",,,,"10.0.3.15","216.58.201.100",,,"41578","443",,,"56",,,,0
"390","298.767554939",,,,"10.0.3.15","216.58.201.100",,,"41578","443",,,"80",,,,0
"391","298.767592561",,,,"10.0.3.15","216.58.201.100",,,"41578","443",,,"56",,,,0
"392","298.767723822",,,,"216.58.201.100","10.0.3.15",,,"443","41578",,,"62",,,,0
"393","298.767724022",,,,"216.58.201.100","10.0.3.15",,,"443","41578",,,"62",,,,0
"394","298.773683157",,,,"216.58.201.100","10.0.3.15",,,"443","41586",,,"701",,,,0
"395","298.773718816",,,,"10.0.3.15","216.58.201.100",,,"41586","443",,,"56",,,,0
"396","298.775460191",,,,"10.0.3.15","216.58.201.100",,,"41586","443",,,"80",,,,0
"397","298.775496992",,,,"10.0.3.15","216.58.201.100",,,"41586","443",,,"56",,,,0
